Fighter Name,Birth Date,Height,Weight,Wins,Losses,Win KO,Win TKO Rate,Win Submission,Win Submission Rate,Win Decisions,Win Decisions Rate,Lose KO,Lose TKO Rate,Lose Submission,Lose Submission Rate,Lose Decisions,Lose Decisions Rate,Final Result,Opponent Name,Event Time,Win By,Round,Win Time
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,loss,Garreth McLellan,Aug / 30 / 2014,Technical Submission (Guillotine Choke),3,2:12
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Donavin Hawkey,Feb / 27 / 2014,TKO (Punches),1,4:50
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Johannes Coenraad Lamprecht,Oct / 10 / 2013,Submission (Rear-Naked Choke),3,1:54
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Bruno Belabela Mukulu,Sep / 12 / 2013,Submission (Rear-Naked Choke),1,2:34
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Tshikangu Makuebo,Jul / 25 / 2013,TKO (Punches),1,1:18
Philip Keller,16-Nov-81,5'4",138 lbs,2,6,1,50%,1,50%,0,0%,5,83%,1,17%,0,0%,loss,Roybert Echeverria,Sep / 25 / 2020,TKO (Elbows and Punches),1,1:29
Philip Keller,16-Nov-81,5'4",138 lbs,2,6,1,50%,1,50%,0,0%,5,83%,1,17%,0,0%,loss,Christian Ynastrilla,Jun / 26 / 2020,Submission (Triangle Choke),1,2:04
Philip Keller,16-Nov-81,5'4",138 lbs,2,6,1,50%,1,50%,0,0%,5,83%,1,17%,0,0%,loss,Danny Sabatello,Aug / 23 / 2019,TKO (Punches),1,1:41
Philip Keller,16-Nov-81,5'4",138 lbs,2,6,1,50%,1,50%,0,0%,5,83%,1,17%,0,0%,win,Jamal Thorne,Jul / 21 / 2017,Submission (Rear-Naked Choke),1,1:49
Philip Keller,16-Nov-81,5'4",138 lbs,2,6,1,50%,1,50%,0,0%,5,83%,1,17%,0,0%,win,Graeme Prue,Nov / 05 / 2016,TKO (Punches),1,1:28
Philip Keller,16-Nov-81,5'4",138 lbs,2,6,1,50%,1,50%,0,0%,5,83%,1,17%,0,0%,loss,Eduardo de Jesus,Aug / 12 / 2016,TKO (Punches),2,4:18
Philip Keller,16-Nov-81,5'4",138 lbs,2,6,1,50%,1,50%,0,0%,5,83%,1,17%,0,0%,loss,Edwin Sarria,Mar / 13 / 2015,TKO (Retirement),2,0:22
Philip Keller,16-Nov-81,5'4",138 lbs,2,6,1,50%,1,50%,0,0%,5,83%,1,17%,0,0%,loss,Cleveland McLean,Feb / 01 / 2014,TKO (Retirement),1,1:39
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Serghei Spivac,Jan / 18 / 2025,TKO (Punches),1,4:53
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Alexander Romanov,Jun / 01 / 2024,Submission (Rear-Naked Choke),1,2:27
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,loss,Curtis Blaydes,Mar / 09 / 2024,KO (Punches),2,0:36
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Derrick Lewis,Nov / 04 / 2023,Decision (Unanimous),5,5:00
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Jairzinho Rozenstruik,May / 13 / 2023,Submission (Rear-Naked Choke),1,3:43
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Shamil Abdurakhimov,Jan / 21 / 2023,TKO (Punches),2,2:56
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Anton Turkalj,Sep / 10 / 2022,Submission (Rear-Naked Choke),1,4:27
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Parker Porter,May / 21 / 2022,Submission (Rear-Naked Choke),1,4:35
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Danilo Marques,Feb / 05 / 2022,TKO (Punches),1,2:57
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Nasrudin Nasrudinov,Sep / 14 / 2021,Submission (Rear-Naked Choke),2,1:49
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Edvaldo de Oliveira,Feb / 21 / 2021,Submission (Rear-Naked Choke),1,3:40
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Ildemar Alcantara,Oct / 11 / 2020,Submission (Arm-Triangle Choke),1,4:49
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Leonardo Argemiro Vasconcelos Correa,Jan / 17 / 2020,TKO (Punches),1,1:58
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Ednaldo Oliveira,Jul / 13 / 2019,Submission (Arm-Triangle Choke),2,1:51
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Rian Tavares,Mar / 16 / 2019,TKO (Punches),1,2:34
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Italo Nascimento,Feb / 23 / 2019,KO (Punches),1,2:05
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Douglas Garcia,Oct / 20 / 2018,Submission (Rear-Naked Choke),1,2:30
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,David Allan,Jul / 21 / 2018,TKO (Punches),1,1:26
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,loss,Bruno Assis,Jan / 28 / 2018,Decision (Unanimous),3,5:00
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Anderson Oliveira,Sep / 23 / 2017,Submission (Rear-Naked Choke),1,4:16
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,loss,Tyago Moreira,Aug / 05 / 2017,KO (Punch),1,0:16
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Fagner Rakchal,Apr / 01 / 2017,TKO (Punches),2,1:15
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Roberto Bispo Silva,Jan / 16 / 2016,Submission (Rear-Naked Choke),2,1:30
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Leonardo Alves,Nov / 17 / 2012,Submission (Rear-Naked Choke),1,0:49
Jailton Almeida,28-Jun-91,6'4",235 lbs,22,3,8,36%,13,59%,1,5%,2,67%,0,0%,1,33%,win,Diego Reis,Sep / 29 / 2012,Submission (Rear-Naked Choke),1,0:00
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Curtis Blaydes,Jul / 27 / 2024,KO (Punches),1,1:00
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Sergei Pavlovich,Nov / 11 / 2023,KO (Punches),1,1:09
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Marcin Tybura,Jul / 22 / 2023,TKO (Elbow and Punches),1,1:13
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,loss,Curtis Blaydes,Jul / 23 / 2022,TKO (Knee Injury),1,0:15
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Alexander Volkov,Mar / 19 / 2022,Submission (Straight Armbar),1,3:45
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Serghei Spivac,Sep / 04 / 2021,TKO (Elbow and Punches),1,2:30
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Andrei Arlovski,Feb / 20 / 2021,Submission (Rear-Naked Choke),2,1:09
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Alan Baudot,Oct / 10 / 2020,TKO (Elbows and Punches),1,1:35
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Jake Collier,Jul / 25 / 2020,TKO (Knee and Punches),1,0:45
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Michael Ben Hamouda,Sep / 28 / 2019,TKO (Punches),1,0:56
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Sofiane Boukichou,Feb / 16 / 2019,TKO (Leg Injury),1,1:21
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Kamil Bazelak,Jun / 18 / 2016,KO (Punch),1,1:16
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,loss,Lukasz Parobiec,May / 14 / 2016,DQ (Illegal Downward Elbow),2,3:33
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Adrian Rusek,Mar / 12 / 2016,TKO (Punches),1,1:05
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,loss,Stuart Austin,Jun / 13 / 2015,Submission (Heel Hook),2,3:59
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Satisch Jhamai,Mar / 28 / 2015,TKO (Punches),1,0:09
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Ricky King,Feb / 21 / 2015,Submission (Heel Hook),1,0:49
Tom Aspinall,11-Apr-93,6'5",251 lbs,15,3,12,80%,3,20%,0,0%,1,33%,1,33%,0,0%,win,Michael Piszczek,Dec / 13 / 2014,TKO (Submission to Punches),1,0:15
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Jamahal Hill,Jan / 18 / 2025,TKO (Punches),3,3:01
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,loss,Alex Pereira,Jun / 29 / 2024,TKO (Head Kick and Punches),2,0:13
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Aleksandar Rakic,Apr / 13 / 2024,TKO (Punches),2,3:17
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,loss,Alex Pereira,Nov / 11 / 2023,TKO (Elbows),2,4:08
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Glover Teixeira,Jun / 12 / 2022,Submission (Rear-Naked Choke),5,4:32
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Dominick Reyes,May / 01 / 2021,KO (Spinning Back Elbow),2,4:29
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Volkan Oezdemir,Jul / 11 / 2020,KO (Punch),2,0:49
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,C.B. Dollaway,Dec / 31 / 2019,KO (Punches),1,1:55
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Fabio Maldonado,Oct / 12 / 2019,KO (Punches),1,1:49
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Muhammed Lawal,Apr / 21 / 2019,TKO (Punches),3,3:02
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Brandon Halsey,Dec / 31 / 2018,TKO (Submission to Punches),1,6:30
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Jake Heun,Sep / 30 / 2018,TKO (Punches),1,4:29
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Bruno Cappelozza,Jul / 29 / 2018,KO (Punches),1,1:41
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Karl Albrektsson,Dec / 29 / 2017,TKO (Punches),1,9:57
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Wilian Roberto Alves,Sep / 29 / 2017,TKO (Punches),1,3:41
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Mark Tanios,Sep / 25 / 2016,Decision (Unanimous),2,5:00
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Kazuyuki Fujita,Apr / 17 / 2016,KO (Punch),1,3:18
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,loss,Muhammed Lawal,Dec / 31 / 2015,KO (Punch),1,5:09
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Vadim Nemkov,Dec / 31 / 2015,TKO (Retirement),1,10:00
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Satoshi Ishii,Dec / 29 / 2015,KO (Head Kick and Knees),1,1:36
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Evgeni Kondratov,Nov / 21 / 2015,KO (Punch),1,4:23
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Michal Fijalka,May / 22 / 2015,TKO (Corner Stoppage),1,5:00
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Rokas Stambrauskas,Mar / 27 / 2015,TKO (Corner Stoppage),1,5:00
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,draw,Mikhail Mokhnatkin,Dec / 20 / 2014,Draw (Majority),3,5:00
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Darko Stosic,Nov / 14 / 2014,TKO (Punches),1,1:09
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Tomas Penz,Jun / 06 / 2014,TKO (Flying Knee and Punches),1,0:48
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Viktor Bogutzki,Mar / 21 / 2014,Submission (Rear-Naked Choke),1,2:17
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Martin Solc,Dec / 07 / 2013,KO (Flying Knee),3,4:00
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Oliver Dohring,Oct / 12 / 2013,TKO (Punches),1,N/A
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,loss,Abdul-Kerim Edilov,Jun / 20 / 2013,Submission (Rear-Naked Choke),1,1:56
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Radovan Estocin,May / 10 / 2013,KO (Flying Knee and Punches),1,0:26
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Josef Zak,Feb / 15 / 2013,TKO (Punches),1,N/A
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,loss,Bojan Velickovic,Dec / 09 / 2012,TKO (Punches),1,N/A
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Denic Strahinja,Nov / 15 / 2012,Submission (Triangle Choke),1,2:10
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Martin Vanis,Oct / 20 / 2012,TKO (Punches),1,2:48
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Vladimir Eis,Aug / 24 / 2012,KO (Knee),1,1:02
Jiri Prochazka,14-Oct-92,6'4",205 lbs,31,5,27,87%,3,10%,1,3%,4,80%,1,20%,0,0%,win,Stanislav Futera,Apr / 07 / 2012,KO (Punch),1,0:53
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Israel Adesanya,Aug / 17 / 2024,Submission (Face Crank),4,3:38
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Sean Strickland,Jan / 20 / 2024,Decision (Split),5,5:00
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Robert Whittaker,Jul / 08 / 2023,TKO (Punches),2,2:23
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Derek Brunson,Mar / 04 / 2023,TKO (Corner Stoppage),2,4:59
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Darren Till,Dec / 10 / 2022,Submission (Face Crank),3,2:43
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Brad Tavares,Jul / 02 / 2022,Decision (Unanimous),3,5:00
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Trevin Giles,Jul / 10 / 2021,KO (Punches),2,1:41
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Markus Perez,Oct / 10 / 2020,KO (Punches),1,3:22
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Brendan Lesar,Dec / 14 / 2019,Submission (Guillotine Choke),1,4:15
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Joilton Lutterbach,Sep / 14 / 2019,TKO (Punches),2,3:04
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,loss,Roberto Soldic,Oct / 06 / 2018,KO (Punches),3,2:33
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Roberto Soldic,Apr / 14 / 2018,TKO (Punches),2,1:37
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Yannick Bahati,Aug / 19 / 2017,Submission (Guillotine Choke),1,1:30
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Jose Mauricio da Rocha Jr.,May / 13 / 2017,TKO (Punches),1,3:58
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Rafal Haratyk,Dec / 09 / 2016,Submission (Guillotine Choke),2,3:34
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Martin van Staden,Jun / 17 / 2016,Submission (Guillotine Choke),3,3:59
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Bruno Belabela Mukulu,Dec / 12 / 2015,Submission (Rear-Naked Choke),2,2:50
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Dino Bagattin,Jun / 06 / 2015,Submission (Rear-Naked Choke),2,3:33
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Darren Daniel,Feb / 21 / 2015,Submission (Rear-Naked Choke),1,4:50
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,loss,Garreth McLellan,Aug / 30 / 2014,Technical Submission (Guillotine Choke),3,2:12
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Donavin Hawkey,Feb / 27 / 2014,TKO (Punches),1,4:50
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Johannes Coenraad Lamprecht,Oct / 10 / 2013,Submission (Rear-Naked Choke),3,1:54
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Bruno Belabela Mukulu,Sep / 12 / 2013,Submission (Rear-Naked Choke),1,2:34
Dricus Du Plessis,14-Jan-94,6'0",185 lbs,22,2,9,41%,11,50%,2,9%,1,50%,1,50%,0,0%,win,Tshikangu Makuebo,Jul / 25 / 2013,TKO (Punches),1,1:18
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,win,Jonas Bilharinho,May / 17 / 2024,Decision (Split),3,5:00
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,win,Isao Kobayashi,Nov / 17 / 2023,Decision (Split),3,5:00
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,win,Piotr Niedzielski,May / 12 / 2023,Decision (Unanimous),3,5:00
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,win,Walter Cogliandro,Oct / 29 / 2022,Decision (Unanimous),3,5:00
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,win,Gavin Hughes,May / 06 / 2022,TKO (Knees and Body Kick),1,3:01
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,loss,Tim Wilde,Oct / 01 / 2021,Decision (Unanimous),3,5:00
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,win,Terry Brazier,Oct / 10 / 2020,KO (Flying Knee),1,2:18
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,loss,Hiroto Uesako,Aug / 18 / 2019,TKO (Punches),2,3:45
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,win,Aymard Guih,May / 04 / 2019,Decision (Unanimous),3,5:00
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,win,Jean-Marc Howell,Apr / 20 / 2019,Technical Submission (Kimura),1,4:27
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,win,Matheus Pereira Morais,Mar / 09 / 2019,Submission (Kimura),1,3:38
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,win,Yazid Chouchane,May / 13 / 2017,Decision (Unanimous),2,5:00
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,loss,Ali Abdulkhalikov,Mar / 26 / 2017,Decision (Unanimous),3,5:00
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,win,Savo Lazic,Dec / 03 / 2016,Decision (Unanimous),3,5:00
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,win,Nayeb Hezam,May / 14 / 2016,TKO (Doctor Stoppage),1,0:30
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,loss,Dzhamal Magomedov,Apr / 02 / 2016,Decision (Unanimous),3,5:00
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,loss,Jay Furness,Dec / 05 / 2015,Decision (Majority),3,5:00
Yves Landu,13-Aug-86,5'8",145 lbs,21,9,5,24%,5,24%,11,52%,1,11%,1,11%,7,78%,win,Artiyom Gorodynets,Jun / 14 / 2014,KO (High Kick),1,0:13
